First Name,Email ID,Quantity,Events,Attendee Status,College Name,Event_Source,Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family_Income(Lack),Expected salary (Lack),Leadership- skills
santosh,santosh@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",whatsapp,students,2024,santipur,9.7,4,0-2,10,no
sakshi,sakshi@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2023,silguri,9.1,3,0-2,15,yes
sudhir,sudhir@xyz.com,1,art of resume building,attending,new horizon institute of technology and management ,whatsapp,students,2025,talmuk,7.8,4,0-2,20,no
vaibhavi,vaibhavi@xyz.com,1,art of resume building,attending,"symbiosis institute of technology, pune",whatsapp,students,2024,siuri,8.5,7,0-2,9,yes
shweta,shweta@xyz.com,1,art of resume building,attending,"mit academy of engineering ,alandi",youtube|email,students,2023,titagrah,8.7,4,0-2,9,no
revati,revati@xyz.com,1,art of resume building,attending,a. c. patil college of engineering,whatsapp,students,2023,orchha,8.3,4,0-2,8,no
manisha,manisha@xyz.com,1,art of resume building,attending,wilson college ,college,students,2025,sagar,9.4,5,0-2,7,no
pooja,pooja@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2026,satna,8.6,7,0-2,21,yes
sandesh,sandesh@xyz.com,1,art of resume building,attending,dkte society's textile and engineering institute ichalkaranji,youtube|facebook|instagram|linkedin|whatsapp|email|cloud counselage website,students,2025,ujjain,8.5,7,0-2,5,no
pradnya ,pradnya@xyz.com,1,art of resume building,attending,ap shah institute of technology ,email,students,2024,akola,7.7,5,0-2,21,no
suhas,suhas@xyz.com,1,art of resume building,attending,don bosco college of engineering fatorda goa,whatsapp,students,2023,aurangabad,7.5,5,0-2,8,no
apurva,apurva@xyz.com,1,art of resume building,attending,pillai college of engineering new panvel,youtube,students,2023,bhandara,7.2,5,0-2,7,no
vaishnavi ,vaishnavi@xyz.com,1,art of resume building,attending,st xavier's college ,whatsapp,students,2025,bhsawal,7.6,7,0-2,20,yes
mayur,mayur@xyz.com,1,art of resume building,attending,"vidyalankar institute of technology, mumbai",cloud counselage website,students,2024,bid,7.3,5,0-2,9,yes
ramita,ramita@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,facebook,students,2024,jalgaon,6.6,7,0-2,17,yes
bhushan,bhushan@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",college,students,2023,thane,8.5,7,0-2,21,no
ganesh,ganesh@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",college,students,2024,navi mumbai,7.7,5,0-2,8,no
dhruv,dhruv@xyz.com,1,art of resume building,attending,st.francis institute of technology,email|cloud counselage website,students,2025,nagpur,7.9,5,0-2,8,yes
yash,yash@xyz.com,1,art of resume building,attending,new horizon institute of technology and management ,facebook|whatsapp,students,2023,nanded,7.1,4,0-2,7,no
abhay,abhay@xyz.com,1,art of resume building,attending,"symbiosis institute of technology, pune",email,students,2023,amritsar,7.7,3,0-2,21,no
shraddha,shraddha@xyz.com,1,art of resume building,attending,"mit academy of engineering ,alandi",whatsapp,students,2024,patiala,8.0,7,0-2,30,no
manan,manan@xyz.com,1,art of resume building,attending,a. c. patil college of engineering,whatsapp,students,2026,sangrur,6.5,5,0-2,24,no
suraj,suraj@xyz.com,1,art of resume building,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,email,students,2024,jaipur,9.3,3,0-2,18,yes
kalyani,kalyani@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2023,jalor,6.9,7,0-2,9,yes
sarthak,sarthak@xyz.com,1,art of resume building,attending,adhiyamaan college of engineering,email,students,2023,sikar,9.5,3,0-2,8,no
pratik ,pratik@xyz.com,1,art of resume building,attending,don bosco college of engineering fatorda goa,whatsapp,students,2024,ahemdabad,9.6,5,0-2,9,no
asis ,asis@xyz.com,1,art of resume building,attending,pillai college of engineering new panvel,whatsapp,students,2023,amreli,7.5,4,0-2,9,no
shivani ,shivani@xyz.com,1,art of resume building,attending,st xavier's college ,friends,students,2024,dwarka,7.9,3,0-2,17,no
prathamesh,prathamesh@xyz.com,1,art of resume building,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",email|cloud counselage website,students,2023,jamnagar,9.6,7,0-2,19,yes
swapnil,swapnil@xyz.com,1,art of resume building,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2025,junagadh,9.1,3,0-2,15,yes
sushant,sushant@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,whatsapp,students,2024,kheda,7.3,4,0-2,19,no
sharvari,sharvari@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",college,students,2024,nadiad,7.6,4,0-2,12,yes
aman,aman@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",youtube|whatsapp,students,2023,navsari,8.0,4,0-2,23,yes
archana,archana@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,college,students,2025,rajkot,9.1,5,0-2,9,no
gauri,gauri@xyz.com,1,art of resume building,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",cloud counselage website,students,2025,surat,6.7,7,0-2,7,no
rahul,rahul@xyz.com,1,art of resume building,attending,st.francis institute of technology,whatsapp,students,2024,faridabad,9.2,5,0-2,22,no
pramod,pramod@xyz.com,1,art of resume building,attending,new horizon institute of technology and management ,email,students,2023,kunrool,7.9,5,0-2,6,no
vitthal,vitthal@xyz.com,1,art of resume building,attending,late g. n. sapkal college of engineering,email,students,2024,tirupati,7.3,3,0-2,9,no
snehal,snehal@xyz.com,1,art of resume building,attending,a. c. patil college of engineering,whatsapp,students,2025,guwahati,9.1,5,0-2,17,no
shubhangi,shubhangi@xyz.com,1,art of resume building,attending,wilson college ,college,students,2026,nagaon,6.9,4,0-2,19,no
aniket,aniket@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2023,tezpur,8.4,3,0-2,13,yes
apurva,apurva@xyz.com,1,art of resume building,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,students,2024,sivasagar,6.7,7,0-2,11,yes
vaishnavi,vaishnavi@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2023,burani,9.2,3,0-2,12,no
mayuri,mayuri@xyz.com,1,art of resume building,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2024,dehri,7.3,4,0-2,10,no
sukanya,sukanya@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,whatsapp,students,2025,chapra,7.9,7,0-2,10,no
shubhangi ,shubhangi@xyz.com,1,art of resume building,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",youtube|whatsapp,students,2025,darbhanga,9.9,5,0-2,10,yes
archana ,archana@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",youtube|whatsapp|email,students,2026,gaya,7.6,4,0-2,15,no
anuja,anuja@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",college,students,2024,haijipur,9.3,5,0-2,12,no
omkar,omkar@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2024,jamalpur,6.4,4,0-2,20,no
sudarshan,sudarshan@xyz.com,1,art of resume building,attending,st.francis institute of technology,whatsapp|email,students,2023,kaithar,8.4,7,0-2,21,no
priyanka,priyanka@xyz.com,1,art of resume building,attending,late g. n. sapkal college of engineering,whatsapp,students,2025,munger,7.8,3,0-2,9,yes
dipak,dipak@xyz.com,1,art of resume building,attending,"symbiosis institute of technology, pune",whatsapp,students,2025,patna,8.7,3,0-2,8,yes
manasi,manasi@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",youtube|email,students,2024,chandigarh,8.5,7,0-2,16,yes
manali,manali@xyz.com,1,art of resume building,attending,others,whatsapp,students,2025,bhilai,9.1,7,0-2,19,no
sushmita ,sushmita@xyz.com,1,art of resume building,attending,d y patil institute of mca and management akurdi pune,cloud counselage website,students,2024,durg,9.7,5,0-2,7,no
harshal,harshal@xyz.com,1,art of resume building,attending,ap shah institute of technology ,whatsapp,students,2023,raipur,8.7,7,0-2,20,yes
saurabh,saurabh@xyz.com,1,art of resume building,attending,don bosco college of engineering fatorda goa,whatsapp,students,2025,daman,6.5,5,0-2,9,no
gayatri,gayatri@xyz.com,1,art of resume building,attending,st xavier's college ,whatsapp,students,2024,silvassa,9.3,4,0-2,24,no
rucha,rucha@xyz.com,1,art of resume building,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2023,delhi,7.6,5,0-2,17,no
suvarna,suvarna@xyz.com,1,art of resume building,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2023,new delhi,6.5,7,0-2,11,no
rutuja,rutuja@xyz.com,1,art of resume building,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2024,panji,8.7,4,0-2,21,yes
kiran,kiran@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,whatsapp,students,2025,madgaon,9.1,4,0-2,8,yes
shraddha,shraddha@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",whatsapp,students,2023,amreli,7.3,4,0-2,8,no
monika,monika@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2026,godhra,7.1,7,0-2,25,yes
rohit,rohit@xyz.com,1,art of resume building,attending,late g. n. sapkal college of engineering,whatsapp|email,students,2025,kheda,9.9,7,0-2,24,no
ayush,ayush@xyz.com,1,art of resume building,attending,"symbiosis institute of technology, pune",whatsapp,students,2025,morbi,9.3,5,0-2,8,yes
vipul ,vipul@xyz.com,1,art of resume building,attending,"mit academy of engineering ,alandi",whatsapp,students,2023,nadiad,7.1,4,0-2,19,no
nisha,nisha@xyz.com,1,art of resume building,attending,a. c. patil college of engineering,whatsapp,students,2024,navsari,7.5,3,0-2,21,no
ketan,ketan@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2024,rajkot,7.4,3,0-2,18,no
pratiksha,pratiksha@xyz.com,1,art of resume building,attending,"thakur institute of management studies, career development & research - [timscdr]",whatsapp,students,2023,valsad,7.4,3,0-2,8,yes
aishwarya,aishwarya@xyz.com,1,art of resume building,attending,"vidyalankar institute of technology, mumbai",email,students,2024,faridabad,9.7,5,0-2,8,no
pooja,pooja@xyz.com,1,art of resume building,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,college,students,2024,gurugram,7.9,7,0-2,6,yes
simran,simran@xyz.com,1,art of resume building,attending,silicon institute of technology,college,students,2023,hisar,7.2,5,0-2,7,yes
aryan,aryan@xyz.com,1,art of resume building,attending,adhiyamaan college of engineering,college,students,2023,jind,7.1,4,0-2,7,no
sushmita,sushmita@xyz.com,1,art of resume building,attending,"vidyalankar institute of technology, mumbai",college,students,2024,rewari,6.8,4,0-2,6,no
kalyani ,kalyani@xyz.com,1,art of resume building,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2023,rohtak,7.1,7,0-2,7,no
purva,purva@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",whatsapp,students,2024,kangra,6.7,3,0-2,6,yes
sonal,sonal@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2024,hamirpur,6.7,7,0-2,8,yes
pravin,pravin@xyz.com,1,art of resume building,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",whatsapp,students,2023,shimla,8.7,3,0-2,5,yes
mayuri,mayuri@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",whatsapp,students,2024,una,9.1,7,0-2,30,yes
isha,isha@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2026,anantnag,8.9,4,0-2,9,no
riddhi,riddhi@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2023,baramula,7.4,7,0-2,5,no
pallavi,pallavi@xyz.com,1,art of resume building,attending,st.francis institute of technology,friends,students,2025,doda,7.3,5,0-2,8,no
rahul,rahul@xyz.com,1,art of resume building,attending,new horizon institute of technology and management ,whatsapp,students,2024,gulmarg,8.6,4,0-2,9,yes
shubham,shubham@xyz.com,1,art of resume building,attending,"symbiosis institute of technology, pune",whatsapp,students,2024,punch,7.8,5,0-2,15,no
sanket,sanket@xyz.com,1,art of resume building,attending,a. c. patil college of engineering,whatsapp,students,2025,srinagar,9.9,4,0-2,12,no
ajit,ajit@xyz.com,1,art of resume building,attending,wilson college ,whatsapp,students,2023,udhampur,8.1,5,0-2,5,no
mayuri ,mayuri@xyz.com,1,art of resume building,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2024,badmi,9.5,7,0-2,20,yes
swapnil,swapnil@xyz.com,1,art of resume building,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,students,2026,ballari,9.8,4,0-2,20,yes
dhanashri,dhanashri@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,whatsapp,students,2023,bidar,6.2,5,0-2,9,yes
shweta,shweta@xyz.com,1,art of resume building,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",email,students,2025,hasan,9.1,5,0-2,8,yes
abhijeet,abhijeet@xyz.com,1,art of resume building,attending,ap shah institute of technology ,youtube|whatsapp,students,2024,mysuru,9.5,5,0-2,7,no
mahesh,mahesh@xyz.com,1,art of resume building,attending,pillai college of engineering new panvel,whatsapp,students,2023,kollam,8.4,7,0-2,6,yes
simran ,simran@xyz.com,1,art of resume building,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2026,bhopal,6.6,5,0-2,21,no
ram,ram@xyz.com,1,art of resume building,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2025,dhar,6.7,3,0-2,5,no
gauri,gauri@xyz.com,1,art of resume building,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2025,indore,7.6,7,0-2,21,no
manisha,manisha@xyz.com,1,art of resume building,attending,government polytechnic gandhinagar,youtube|facebook|instagram|linkedin|whatsapp|email|cloud counselage website,students,2023,guna,8.3,3,0-2,23,no
yogesh,yogesh@xyz.com,1,art of resume building,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",youtube|facebook|instagram|linkedin|whatsapp|email|cloud counselage website,students,2024,gwalior,6.3,7,0-2,9,yes
akash,akash@xyz.com,1,art of resume building,attending,"vishwakarma institute of technology, pune",youtube,students,2024,narwar,8.9,3,0-2,7,yes
dipali ,dipali@xyz.com,1,art of resume building,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2023,orchha,9.5,3,0-2,5,no
priyanka ,priyanka@xyz.com,1,art of resume building,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2026,sagar,8.5,5,0-2,8,no
shivani ,shivani@xyz.com,1,art of resume building,attending,new horizon institute of technology and management ,facebook,students,2025,ujjain,8.8,5,0-2,18,yes
